"landtype","spp","poolID","amountAtT0"
"421","ABIE.BAL","4",2
"421","ABIE.BAL","5",78
"421","ABIE.BAL","6",246
"421","ABIE.BAL","7",631
"421","ABIE.BAL","8",24
"421","ABIE.BAL","9",2
"421","ABIE.BAL","10",0
"425","ABIE.BAL","1",147
"425","ABIE.BAL","2",24
"425","ABIE.BAL","3",393
"425","ABIE.BAL","4",27
"425","ABIE.BAL","5",336
"425","ABIE.BAL","6",1945
"425","ABIE.BAL","7",4229
"425","ABIE.BAL","8",156
"425","ABIE.BAL","9",151
"425","ABIE.BAL","10",0
"75","ACER.RUB","1",1
"75","ACER.RUB","2",0
"75","ACER.RUB","3",0
"75","ACER.RUB","4",0
"75","ACER.RUB","5",0
"75","ACER.RUB","6",3
"75","ACER.RUB","7",5
"75","ACER.RUB","8",0
"75","ACER.RUB","9",0
"75","ACER.RUB","10",0
"76","ACER.RUB","1",2
"76","ACER.RUB","2",0
"76","ACER.RUB","3",9
"76","ACER.RUB","4",1
"76","ACER.RUB","5",7
"76","ACER.RUB","6",45
"76","ACER.RUB","7",90
"76","ACER.RUB","8",2
"76","ACER.RUB","9",1
"76","ACER.RUB","10",0
"77","ACER.RUB","1",0
"77","ACER.RUB","2",0
"77","ACER.RUB","3",0
"77","ACER.RUB","4",0
"77","ACER.RUB","5",0
"77","ACER.RUB","6",0
"77","ACER.RUB","7",0
"77","ACER.RUB","8",0
"77","ACER.RUB","9",0
"77","ACER.RUB","10",0
"78","ACER.RUB","1",0
"78","ACER.RUB","2",0
"78","ACER.RUB","3",0
"78","ACER.RUB","4",0
"78","ACER.RUB","5",0
"78","ACER.RUB","6",0
"78","ACER.RUB","7",0
"78","ACER.RUB","8",0
"78","ACER.RUB","9",0
"78","ACER.RUB","10",0
"80","ACER.RUB","1",1
"80","ACER.RUB","2",0
"80","ACER.RUB","3",0
"80","ACER.RUB","4",0
"80","ACER.RUB","5",2
"80","ACER.RUB","6",6
"80","ACER.RUB","7",15
"80","ACER.RUB","8",1
"80","ACER.RUB","9",0
"80","ACER.RUB","10",0
"113","ACER.RUB","1",352
"113","ACER.RUB","2",27
"113","ACER.RUB","3",458
"113","ACER.RUB","4",50
"113","ACER.RUB","5",4381
"113","ACER.RUB","6",4312
"113","ACER.RUB","7",8963
"113","ACER.RUB","8",2137
"113","ACER.RUB","9",160
"113","ACER.RUB","10",0
"114","ACER.RUB","1",49
"114","ACER.RUB","2",3
"114","ACER.RUB","3",106
"114","ACER.RUB","4",10
"114","ACER.RUB","5",603
"114","ACER.RUB","6",782
"114","ACER.RUB","7",1646
"114","ACER.RUB","8",285
"114","ACER.RUB","9",30
"114","ACER.RUB","10",0
"115","ACER.RUB","1",0
"115","ACER.RUB","2",0
"115","ACER.RUB","3",0
"115","ACER.RUB","4",0
"115","ACER.RUB","5",0
"115","ACER.RUB","6",0
"115","ACER.RUB","7",0
"115","ACER.RUB","8",0
"115","ACER.RUB","9",0
"115","ACER.RUB","10",0
"117","ACER.RUB","1",248
"117","ACER.RUB","2",11
"117","ACER.RUB","3",366
"117","ACER.RUB","4",29
"117","ACER.RUB","5",3319
"117","ACER.RUB","6",3438
"117","ACER.RUB","7",6983
"117","ACER.RUB","8",1626
"117","ACER.RUB","9",124
"117","ACER.RUB","10",0
"139","ACER.RUB","1",22
"139","ACER.RUB","2",1
"139","ACER.RUB","3",55
"139","ACER.RUB","4",8
"139","ACER.RUB","5",384
"139","ACER.RUB","6",513
"139","ACER.RUB","7",1150
"139","ACER.RUB","8",142
"139","ACER.RUB","9",10
"139","ACER.RUB","10",0
"168","ACER.RUB","1",269
"168","ACER.RUB","2",16
"168","ACER.RUB","3",375
"168","ACER.RUB","4",32
"168","ACER.RUB","5",2572
"168","ACER.RUB","6",2754
"168","ACER.RUB","7",5569
"168","ACER.RUB","8",1285
"168","ACER.RUB","9",136
"168","ACER.RUB","10",0
"169","ACER.RUB","1",104
"169","ACER.RUB","2",6
"169","ACER.RUB","3",181
"169","ACER.RUB","4",16
"169","ACER.RUB","5",861
"169","ACER.RUB","6",1112
"169","ACER.RUB","7",2249
"169","ACER.RUB","8",408
"169","ACER.RUB","9",65
"169","ACER.RUB","10",0
"172","ACER.RUB","1",80
"172","ACER.RUB","2",4
"172","ACER.RUB","3",145
